0.038442,0.580724,1
1.850380,1.693228,1
0.451171,-0.286779,1
2.806711,2.580877,1
1.020827,0.182335,1
2.590423,3.379949,1
0.570938,1.694178,1
2.010868,1.224802,1
0.065401,0.277487,1
0.024743,0.752204,1
2.654730,2.241040,1
2.827231,2.347970,1
1.088540,0.783023,1
1.272618,1.626206,1
1.690775,2.940394,1
1.850376,1.210448,1
2.086061,1.789986,1
-2.155378,-0.800820,1
1.641934,0.491272,1
0.712698,1.420256,1
1.229971,-0.185041,1
1.480106,0.618121,1
2.468836,1.682479,1
2.791966,2.455720,1
1.984060,1.909556,1
-0.301615,0.226221,1
0.546841,1.321895,1
3.242056,3.029037,1
2.979727,2.284931,1
1.621269,1.704784,1
3.612254,2.660136,1
-0.032881,-0.113070,1
3.366431,3.843785,1
2.203924,1.857752,1
-0.997804,0.676413,1
1.443044,1.013684,1
1.168933,0.033455,1
-0.151311,1.388860,1
1.572109,0.251413,1
1.127634,1.920886,1
4.161418,4.240176,1
-0.330371,0.987500,1
0.377003,-0.123365,1
-0.323004,-0.697870,1
3.218352,1.911898,1
2.540727,2.153977,1
1.500716,2.359167,1
2.792880,3.293703,1
0.853331,0.823557,1
2.227843,2.897713,1
0.926727,2.126905,1
0.164423,-0.479238,1
3.160820,4.021048,1
1.419421,1.466842,1
0.392800,0.266136,1
-0.944492,-0.587894,1
1.738107,1.400072,1
-1.016138,1.068514,1
2.678586,2.618138,1
0.559720,1.457716,1
1.187538,1.648984,1
0.185908,1.106971,1
1.987283,0.951840,1
2.686477,2.922118,1
-0.889339,1.180405,1
-0.502309,0.587716,1
0.912184,0.960678,1
1.373396,2.416099,1
2.189390,2.183675,1
3.291157,3.782950,1
1.111977,1.163825,1
1.166783,1.892837,1
1.223105,0.632822,1
2.344422,2.256525,1
3.110392,2.355187,1
0.513242,0.329892,1
2.116675,2.025848,1
3.008354,1.235860,1
1.588228,0.943733,1
2.672245,1.720839,1
1.916889,2.415293,1
1.229819,0.468835,1
-0.579771,0.636753,1
0.270945,1.424142,1
3.013835,3.154376,1
0.398826,0.734971,1
0.893554,0.508487,1
0.605814,1.175806,1
1.520808,1.048499,1
0.797743,2.362900,1
2.100212,1.637888,1
-0.186184,-0.502687,1
4.010961,2.371081,1
1.812803,3.183814,1
1.873296,0.213859,1
2.808577,3.155425,1
-1.315902,-1.636500,1
0.497285,1.319691,1
1.495766,1.277299,1
0.658538,0.937584,1
1.841829,1.634079,1
0.706459,0.530213,1
0.920877,-0.055903,1
0.742608,1.161955,1
3.110972,2.440699,1
1.716192,2.577929,1
2.204123,2.230170,1
2.438713,1.918963,1
1.870816,3.268129,1
3.113637,3.194606,1
1.927145,3.343211,1
1.867525,1.143103,1
1.492893,1.983914,1
1.633459,1.721824,1
-1.636150,0.133483,1
1.453351,2.103907,1
2.146092,2.448464,1
1.192605,1.179385,1
1.978850,1.999662,1
2.588904,2.905461,1
-0.844599,-4.048673,0
0.106756,-3.236421,0
-0.346984,-3.726479,0
-2.071341,-1.736942,0
-1.306268,-1.295832,0
-2.472593,-1.081758,0
-1.767362,-1.197979,0
-1.502155,-0.981757,0
-3.723236,1.094857,0
-2.242574,-0.181499,0
-1.074170,-2.992313,0
-2.006775,-0.047370,0
-2.157938,-1.447711,0
-3.038563,-1.082218,0
-2.194279,0.043468,0
-0.780814,-2.426251,0
-1.563481,-1.882046,0
-0.858652,-2.396396,0
-1.596253,-0.816590,0
-2.358456,-0.284237,0
