0.012172,1
-0.787419,1
-2.459433,1
-2.351401,1
0.396526,1
-3.650105,1
-4.017881,1
-2.504979,1
-0.481395,1
-3.874926,1
-4.510422,1
-0.234567,1
-1.378910,1
0.511639,1
-2.199177,1
-3.757695,1
0.245670,1
-1.525761,1
-0.121178,1
-0.373348,1
0.038669,2
0.444976,2
-0.103028,2
0.357003,2
1.572222,2
0.590106,2
1.051305,2
1.474389,2
0.172846,2
2.676539,2
0.969156,2
0.141446,2
0.555763,2
0.602774,2
4.020344,2
5.423107,3
3.586060,3
0.941633,3
3.586230,3
4.265719,3
4.321868,3
0.468749,3
3.609710,3
1.458035,3
2.221569,3
1.593321,3
1.480287,3
2.398505,3
2.395806,3
2.866723,3
5.079346,3
3.944223,3
3.764874,3
4.386458,3
0.788338,3
2.618940,3
1.468812,3
1.757111,3
2.779548,3
3.149396,3
