-3.363695,4.383452,1
-4.145285,3.888877,1
-3.242152,3.478191,1
-4.638110,3.840312,1
-3.519775,3.407096,1
-4.793865,4.558279,1
-3.803594,4.794250,1
-4.062985,3.444168,1
-3.289857,4.149967,1
-3.405864,4.514392,1
-4.506666,3.707477,1
-4.581347,3.661111,1
-3.698413,3.783967,1
-3.972960,4.250025,1
-4.435948,4.883614,1
-4.016256,3.547502,1
-4.234133,3.790643,1
-2.408139,4.957817,1
-3.768340,3.186359,1
-3.768272,4.500319,1
-3.477486,2.999435,1
-3.758991,3.390485,1
-4.307702,3.443961,1
-4.600719,3.762238,1
-4.238829,3.947318,1
4.821934,-3.626763,1
4.302343,-3.451954,1
3.125764,-4.150627,1
3.394745,-4.491295,1
3.912859,-3.940946,1
3.125417,-4.673249,1
4.840791,-4.056702,1
2.874772,-3.662460,1
3.716255,-4.244780,1
4.887679,-2.816150,1
4.145196,-4.303604,1
4.480432,-4.802904,1
4.471035,-2.910934,1
4.314427,-4.933874,1
3.987032,-3.439086,1
2.556363,-3.944310,1
4.626159,-3.068124,1
4.733996,-4.353814,1
5.074624,-4.265070,1
3.430667,-4.923803,1
3.547071,-4.273474,1
3.770187,-3.392983,1
3.175076,-3.645865,1
4.353617,-4.021054,1
3.431921,-3.526331,1
2.443289,2.405365,1
0.600468,2.944396,1
3.782650,0.825623,1
1.976554,2.056978,1
1.127526,2.782909,1
0.523636,3.728517,1
1.929340,1.831633,1
1.694893,3.779178,1
2.790643,1.166614,1
1.970100,2.664879,1
2.105348,2.220944,1
1.722087,2.929203,1
1.612393,1.655439,1
3.005589,1.161034,1
1.774012,3.689517,1
1.354918,3.415846,1
1.618642,2.415649,1
2.647780,2.089522,1
2.483431,1.512527,1
3.614290,0.733461,1
1.762288,2.274373,1
2.277778,2.235620,1
1.386812,2.195795,1
2.534944,1.402903,1
2.604709,0.861281,1
-2.827392,-1.302256,1
-1.628169,-2.436055,1
-2.186775,-3.066567,1
-2.393340,-2.062387,1
-1.843843,-2.828902,1
-1.352790,-2.294785,1
-2.729144,-1.808953,1
-2.610408,-0.529380,1
-2.053640,-1.130927,1
-0.830180,-3.070443,1
-2.540957,-1.221353,1
-2.701106,-1.571178,1
-2.229240,-1.367715,1
-2.319259,-2.014714,1
-1.389838,-1.503429,1
-1.902499,-2.424414,1
-3.416114,-0.807688,1
-1.384053,-3.775518,1
-0.809364,-2.221185,1
-2.909439,-2.263960,1
-0.829437,-2.925304,1
-4.217840,-0.008857,1
-2.127497,-1.290973,1
-2.157473,-1.997006,1
-2.397688,-1.404996,1
-4.127192,-4.146901,0
-3.528731,-4.124625,0
-3.429390,-4.690687,0
-3.707232,-3.703477,0
-4.681963,-4.473955,0
-4.345868,-3.390659,0
-4.383331,-3.981582,0
-4.362854,-4.367519,0
-4.571657,-3.011950,0
-4.884165,-3.942746,0
-4.606778,-2.998690,0
-4.002841,-4.512244,0
-4.127432,-3.652796,0
-4.094953,-3.937516,0
-2.796612,-2.748680,0
-4.148933,-3.539988,0
-4.426163,-3.786191,0
-3.832157,-4.009348,0
-4.261518,-3.985283,0
-4.666647,-3.776160,0
-4.856325,-5.338746,0
-4.893502,-4.091687,0
-4.903208,-4.759052,0
-3.910628,-4.571543,0
-3.997211,-3.718642,0
4.371716,3.608015,0
4.152174,4.024508,0
4.139082,4.364930,0
5.287690,4.262776,0
4.550845,4.407242,0
3.487355,3.245883,0
4.523673,4.668820,0
4.189816,3.571742,0
4.522855,3.207489,0
4.598063,4.600467,0
3.560238,3.853583,0
3.914860,3.684965,0
3.589021,3.819654,0
4.208374,4.415182,0
4.554358,4.252654,0
4.228151,3.993127,0
4.325586,5.673988,0
3.862663,4.809780,0
3.187048,4.701250,0
4.207601,3.866844,0
5.136976,3.528165,0
3.953965,3.052669,0
5.137993,3.532661,0
4.611226,2.619865,0
4.371423,5.089373,0
-2.556230,1.935164,0
-0.466228,3.587675,0
-1.678873,1.691159,0
-0.844511,2.962228,0
-3.298915,1.448381,0
0.063500,3.943000,0
-1.263927,3.351323,0
-1.094593,2.995622,0
-5.062010,0.382608,0
-2.168805,2.344719,0
-0.969329,3.998757,0
-2.509896,2.733117,0
-2.019175,1.661520,0
-3.262951,0.213553,0
-1.737446,3.138724,0
-3.438150,0.568519,0
-2.003865,2.221821,0
-0.072435,3.913213,0
-2.257413,1.564662,0
-1.633850,2.107555,0
-0.137087,3.815838,0
-2.344925,1.467433,0
-2.013433,3.115422,0
-1.608117,1.867324,0
-1.260287,2.224784,0
2.384531,-1.171570,0
1.865908,-1.173039,0
1.408732,-2.458011,0
3.257598,-0.859344,0
0.457733,-3.465747,0
1.074947,-1.854079,0
2.004131,-1.953820,0
0.621611,-3.408103,0
0.498972,-3.372623,0
2.356229,-1.684695,0
1.085722,-2.400546,0
0.631570,-3.749882,0
2.155464,-2.150152,0
1.747471,-2.412041,0
1.522381,-2.287643,0
0.641097,-3.097827,0
1.606069,-3.300680,0
1.512503,-1.565936,0
2.634712,-1.753072,0
2.966403,-1.432047,0
1.958541,-2.382750,0
1.627271,-1.692872,0
1.905051,-2.510482,0
2.045220,-0.805857,0
0.256782,-3.729978,0
